Time, Ecoregion, NumSites,acerrubr,chamthyo,nysssylv,pinuechi,pinurigi,queralba,quercocc,querfalc,querprin,quervelu,liqustyr,sassalbi,querilic,quermari,
0, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, uplow, 85097, 112.465617216503, 3.99414346178241, 18.5031854935443, 257.181280333964, 4714.29444717054, 1212.00352307586, 889.849100888278, 136.446216321397, 585.750133310765, 966.960256238444, 0.307998956361372, 19.1134460135505, 37.7085358083759, 39.5179042639758, 
0, upmed, 55195, 104.99556133219, 0.787426822502357, 21.7410315733925, 417.357978679015, 3867.05938684229, 1402.42037464818, 1147.81990245802, 128.746888541437, 782.674141214146, 1163.17599819616, 0.257288384098475, 21.5671882869109, 29.3161279114317, 19.4517382737854, 
0, uphigh, 85724, 38.0832071991724, 1.33326361895909, 25.2082831586329, 508.41755307702, 3182.3943243999, 1642.5565518203, 1253.72052907202, 162.387836513633, 900.494384188609, 1388.17596161693, 0.21304540214792, 34.1887913257757, 29.2212101360744, 10.3938123961833, 
0, wetlow, 103112, 1338.00881893281, 897.65047012277, 758.645175736661, 96.7621428408269, 2837.27185550248, 1002.73874841648, 8.29871334276966, 58.9243639595285, 104.381154810851, 268.034881843182, 310.699808158231, 262.022881983716, 107.934970593693, 222.347454320171, 
0, wetmed, 43954, 1379.60487942996, 738.272102816803, 1235.47641246518, 37.2231022443123, 1510.40248227306, 1219.47856548313, 766.312596194795, 115.050376672282, 131.99936358011, 269.739229894419, 759.719545975069, 270.958565142837, 92.0183914090904, 81.7818553650049, 
0, wethigh, 35992, 1427.8903300292, 1428.06519559681, 1044.93449432988, 54.1423398850665, 1933.48004145382, 1051.8206934865, 503.121916772325, 68.9701953794586, 105.598713998776, 197.919011860195, 506.139610888909, 273.55823350479, 48.7893527804692, 123.803482291777, 
0, plains, 6366, 14.5879339237905, 6.11488745476965, 6.42232514619874, 12.1981469099528, 2552.08792208539, 20.4088694316447, 22.4423963639334, 0.602975766088766, 51.874478424865, 35.7565536956311, 0.0499696335888418, 2.52835893504581, 0.533297115551238, 1.77500271872084, 
5, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
5, uplow, 85097, 120.117939832897, 6.56638697244707, 17.2741335790368, 249.192580140777, 4630.55856209253, 1243.30043814103, 860.960291680337, 131.467279267356, 591.04662348653, 989.168530928765, 0.289088473695408, 16.9073514940291, 35.8958550584959, 45.4346759583256, 
5, upmed, 55195, 105.166661554957, 2.43976301510639, 19.419876261595, 406.330508722846, 3779.27325752644, 1447.48374731908, 1134.16360196967, 124.137697558498, 797.088961218353, 1192.08698473935, 0.24697742264322, 19.160585228236, 27.8429792308178, 21.7984751033852, 
5, uphigh, 85724, 43.8771714216666, 3.21258360567721, 22.4823502988653, 497.764095863055, 3133.98881935805, 1690.52007804603, 1229.50857181014, 156.075461310057, 911.958110572821, 1413.29563461094, 0.194952563907252, 29.9858518010993, 27.3286040321116, 11.329211562356, 
5, wetlow, 103112, 1363.21085754205, 1010.53391818923, 802.753315418104, 88.5400470645558, 2662.15816315199, 1076.06861240424, 7.92273520168851, 52.8811384031032, 109.233980769006, 290.088006613255, 339.67600018935, 280.275578837283, 110.324441352802, 249.833180701558, 
5, wetmed, 43954, 1363.26071283364, 815.834339206221, 1265.2051514496, 33.6740868614317, 1394.58988198351, 1293.49688027095, 709.724477235404, 101.779412132112, 140.809174687977, 292.388267736208, 824.756632542615, 285.515005636996, 100.532303425842, 90.2466743842846, 
5, wethigh, 35992, 1424.12472224337, 1580.88499023933, 1083.98953090365, 49.5403874712784, 1796.59069111731, 1110.5524318889, 466.097631716817, 61.8707126626997, 111.844845395191, 214.611212098386, 548.643974562941, 289.474954090528, 48.4768399243674, 136.76333518159, 
5, plains, 6366, 13.1116737450607, 7.15864042512209, 5.70834041582997, 13.1339140557059, 2763.40363857688, 23.5239729359208, 23.3854433017128, 0.638085806253681, 55.3102746905956, 38.7584389042937, 0.0595486519136707, 2.54769182349858, 0.514580517960464, 1.97374269246418, 
10, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, uplow, 85097, 125.308831527685, 11.8922104987364, 15.6837870699617, 242.451381948942, 4544.30667283266, 1285.61782009712, 818.517528205185, 121.760900577387, 595.882405675603, 999.149561750892, 0.271793247013085, 15.8111152955931, 27.136410826768, 46.7053688268036, 
10, upmed, 55195, 102.268509642144, 5.14372701964546, 17.8495581675425, 392.931267397356, 3693.51751786268, 1487.06120695615, 1092.74581526864, 116.509463488363, 804.503839886781, 1207.08179788576, 0.227641161344051, 17.2670058340798, 21.0796161344728, 22.525963089589, 
10, uphigh, 85724, 53.6584583017778, 7.66762529444213, 21.1577510143199, 478.489398512238, 3047.08917100594, 1721.54304732906, 1168.91185867867, 143.323774583477, 902.609012285531, 1425.60713542509, 0.181388604536645, 27.0035896674254, 20.3336650857662, 12.0033716223993, 
10, wetlow, 103112, 1348.59329909541, 1093.46341622187, 827.987562678846, 79.5859791974363, 2473.94050228283, 1142.30129277838, 7.34903944490488, 46.2134278441787, 115.175038765163, 317.289247100576, 357.802853560149, 294.678408200088, 93.9585609977126, 273.226589840114, 
10, wetmed, 43954, 1327.25902688883, 906.632393385773, 1274.30069998008, 30.1538822545456, 1290.39240748685, 1363.26765910037, 639.912299300977, 87.6945236858942, 152.812435720668, 324.416124065441, 874.797199725756, 294.352931732275, 89.8917383606918, 96.3692578744134, 
10, wethigh, 35992, 1394.88366027015, 1716.51848606655, 1105.17796111242, 44.8957509372994, 1666.47627189876, 1173.4745414189, 424.596887453211, 54.5558621340146, 119.213248184168, 238.593283390436, 583.849936291691, 301.396611182001, 42.234817599375, 150.220363436795, 
10, plains, 6366, 12.9103208871344, 8.04736572371089, 5.47287852717112, 13.7934537721886, 2961.47508253674, 25.9460074824336, 23.6089328246281, 0.659489685953356, 57.7871792642034, 41.2032124365964, 0.0657975379678389, 2.40194145098453, 0.394931101945074, 2.12747897831779, 
15, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
15, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
15, uplow, 85097, 106.373407099058, 19.0785822233756, 14.3459541164104, 238.283524104646, 4545.03420320417, 1351.2497113828, 791.964930257972, 117.639378701048, 603.738547421284, 1031.89435432486, 0.259603977281818, 15.4655358445325, 15.3179080047995, 49.7285641671987, 
15, upmed, 55195, 76.1395731572219, 10.2358868040245, 15.4613890347055, 385.866331484413, 3672.16625579578, 1560.21955066053, 1063.54634146051, 112.020842459383, 822.699425454465, 1247.69886577733, 0.210046025628709, 15.8915077552902, 11.929428803086, 22.4974371008947, 
15, uphigh, 85724, 76.2688294877637, 15.2121967354656, 19.7924746348946, 469.246112554635, 3032.81304458616, 1823.97388711633, 1138.15706322408, 136.710338515374, 921.114516867541, 1485.26867106881, 0.16662075629205, 24.6726479454628, 12.1713448284055, 12.7263300103573, 
15, wetlow, 103112, 1349.9143635264, 1199.72730586037, 866.873499304692, 72.134283071948, 2351.95284066456, 1229.81329905636, 6.84027961326752, 39.9795291969258, 122.551351548033, 349.32498388571, 378.054328884043, 315.787220233627, 61.8644054106072, 296.041961966763, 
15, wetmed, 43954, 1307.51908565758, 1012.66305092315, 1298.12298609694, 27.1029689745555, 1217.41138629321, 1460.82523292816, 569.865084227237, 74.597881761653, 167.066649547199, 363.944893851191, 929.304035736285, 306.925407044537, 60.2249923921312, 100.332637937058, 
15, wethigh, 35992, 1376.120574153, 1881.12251627445, 1127.28439273336, 40.5283224612389, 1553.57488112713, 1244.62825146314, 372.476019513615, 46.5252908832694, 126.372901697334, 267.982813440257, 611.950994169742, 315.765374054272, 27.8546657400923, 157.704583149222, 
15, plains, 6366, 3.10728919318111, 9.75135659909346, 1.4706304022525, 14.1517671305842, 3000.62192374811, 30.6343532851234, 20.7801416030834, 0.594201092876581, 64.035787205105, 41.4437637525677, 0.0713393436618994, 1.89925934835219, 0.148473571404286, 2.20615438152569, 
20, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
20, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
20, uplow, 85097, 116.527934566663, 37.113261397048, 13.9469495576485, 231.118091082057, 4485.125821323, 1388.70277883939, 734.894577808279, 109.072218674489, 608.723888873575, 1038.8909104971, 0.244231144759315, 15.1214655497958, 7.51725324574445, 51.0214931996226, 
20, upmed, 55195, 92.0661242333292, 24.4502121612876, 14.6877202552136, 371.364972794619, 3621.08332025436, 1576.6530014468, 980.23136462528, 102.32774447679, 802.440360791406, 1243.76373405251, 0.191635166854071, 14.8996703460977, 5.42677206399999, 23.0724649141703, 
20, uphigh, 85724, 101.43179307905, 30.5002987047432, 18.4026621018305, 453.42942878334, 2991.28021973716, 1879.48009948439, 1069.19627621286, 125.857950285822, 925.60924861891, 1516.51102788764, 0.156889280578699, 22.5654322470992, 6.34109502997958, 13.171281622314, 
20, wetlow, 103112, 1355.68779571468, 1417.89441797471, 914.05404679635, 64.1858256722233, 2185.00375321952, 1328.21148526792, 6.69628599894246, 33.4109098691905, 132.970710107093, 395.693994098718, 399.203397519287, 348.160897595351, 36.1552901763793, 313.134122578919, 
20, wetmed, 43954, 1264.47764455291, 1190.43287774231, 1280.28595226049, 24.1006786649318, 1130.96558029419, 1522.26771704131, 483.059695587638, 61.1338896820212, 180.677403624328, 405.177298093837, 970.196961783808, 308.113898548559, 35.0718751453962, 101.443812220692, 
20, wethigh, 35992, 1321.75839063496, 1986.49596076817, 1119.23340109399, 36.4086979179244, 1434.07342676693, 1295.61184943889, 316.65149623366, 38.6842057991732, 131.515628388318, 292.046402659291, 622.541438852047, 317.883021008707, 15.2787226640765, 159.916946492753, 
20, plains, 6366, 4.69988038908647, 15.9340078720611, 2.04853633468186, 14.795504092908, 3196.05645064256, 46.2646425631655, 24.7856433978535, 0.629893061764915, 83.800483683614, 56.6379056461963, 0.0884090887462797, 2.54189698549735, 0.0818246968261408, 2.4259471585269, 
25, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
25, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
25, uplow, 85097, 145.157875101318, 65.3619515641026, 13.1991425926858, 225.468780606712, 4490.66704116206, 1429.15302439243, 668.053893581727, 101.452590318428, 615.743293555247, 1059.37944633776, 0.228697716173101, 14.2665939955679, 3.07729355661569, 51.7046847819644, 
25, upmed, 55195, 136.618098223703, 54.0062242840541, 14.8781380626558, 363.855634798906, 3655.65240580487, 1679.16157328048, 922.582868147775, 97.1803543500791, 829.941473904628, 1303.2913268707, 0.17648509775413, 13.9563513658862, 2.09211709810449, 24.2443492486475, 
25, uphigh, 85724, 149.06135225285, 63.8188419071927, 18.6509892490927, 438.039422278623, 3015.0735986635, 1956.9981654078, 985.794754623202, 114.945158424414, 939.593121086846, 1558.08656661808, 0.147859646070969, 20.7035729524479, 2.60413596297185, 13.717381917478, 
25, wetlow, 103112, 1325.22617910604, 1690.60845150145, 934.992423880465, 57.0742666005704, 1990.97746245534, 1383.59270954683, 6.65742119811075, 27.0010123121906, 141.465268855582, 440.850468030732, 403.900336911546, 372.801681130427, 12.3501595334759, 312.590319381388, 
25, wetmed, 43954, 1258.24665033147, 1463.80077429491, 1286.93009921557, 21.4701670439239, 1046.53992673905, 1654.23094308343, 398.705349851707, 48.5269939927907, 200.783335548926, 469.438451406759, 1032.66779699618, 315.558790351516, 13.0884379273963, 101.871958536615, 
25, wethigh, 35992, 1313.57352416853, 2341.66951234928, 1149.90694341461, 32.5975261306772, 1313.99110142488, 1382.7512813845, 265.363100586523, 31.2896954300352, 145.133707949949, 345.244735792267, 660.790822328304, 339.34530972099, 6.07518974544551, 166.593648780567, 
25, plains, 6366, 5.78652662975802, 20.0873745406831, 2.25089139950624, 15.0435875123902, 3308.31126244121, 57.8010715741502, 26.7272052073508, 0.640606166257111, 97.1374062494267, 67.3751389986074, 0.102727777560739, 2.74440807860876, 0.060219436841793, 2.56289393123107, 
30, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
30, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
30, uplow, 85097, 186.422329308266, 113.816026157457, 13.4053678331128, 219.433431958183, 4466.14564569192, 1490.55355337304, 587.755465413634, 90.348565720181, 624.354665491364, 1078.03208235125, 0.211424061792372, 13.3598531030147, 1.03950953345456, 54.1693385013535, 
30, upmed, 55195, 167.431736475643, 98.6595572684228, 14.6087858453842, 349.251228158519, 3609.15201238896, 1728.61488473828, 806.593292798723, 87.7041436885493, 831.084768925265, 1322.76738727171, 0.159005674653735, 12.8401183698451, 0.361379810791645, 24.4191485349575, 
30, uphigh, 85724, 205.779860398148, 123.018114341028, 19.3402839043728, 418.493676266734, 2949.40973458532, 2004.99529458264, 861.200550167456, 101.712571844316, 947.574107507557, 1573.74416044687, 0.14089079867953, 18.9558237332427, 0.863682826424267, 13.7483695230835, 
30, wetlow, 103112, 1302.70008438137, 2094.97683542162, 964.094445789055, 50.7434260272399, 1787.77944201946, 1455.67167601359, 6.30648369561782, 21.2006792006547, 152.378752950022, 495.19560735574, 415.813102986034, 401.882946249038, 2.68816126301756, 306.752259302583, 
30, wetmed, 43954, 1203.43900880971, 1795.51581610307, 1257.03574527992, 19.0518796886456, 948.844693608285, 1717.1919333609, 305.612494278224, 37.0822187296458, 212.905830473601, 517.59668639078, 1060.60793476286, 310.817423785011, 2.02575285006495, 97.3849945785401, 
30, wethigh, 35992, 1251.62014189219, 2606.19233673622, 1151.20279346645, 29.0937362014725, 1183.87726277684, 1442.17335631958, 209.176581580944, 24.4553055151429, 155.967567426134, 388.882889505619, 677.26842115867, 347.538527812873, 1.83107700442867, 165.10343660907, 
30, plains, 6366, 7.24169666277484, 23.8049039221244, 2.44556631715272, 15.1274623773475, 3186.94254497788, 66.0636416400121, 21.5229753677739, 0.639167872429868, 99.1620757508083, 60.2803935274678, 0.114826149323284, 3.01781747150789, 0.0535459982273978, 2.23504755368144, 
35, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
35, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
35, uplow, 85097, 234.063343311454, 201.34762967158, 12.8319119967111, 214.793012422355, 4430.5622361416, 1547.08190562805, 502.160829484919, 82.3817836893696, 628.353322424719, 1105.65645207743, 0.189764384794105, 12.2634719377936, 1.15525159498544, 54.9498771368302, 
35, upmed, 55195, 207.142011651401, 176.32654917135, 13.4141097308852, 338.720995571252, 3580.97868298681, 1814.37574122871, 695.559867388642, 81.2335893927302, 847.03744666487, 1366.62339012258, 0.143664852736559, 11.5752637072067, 0.427627804331378, 24.9071701419236, 
35, uphigh, 85724, 270.619103693718, 212.976319088771, 17.9942330102875, 403.87474594854, 2897.27049778216, 2084.60840231858, 735.362511743935, 92.3479010445521, 957.414644032662, 1609.47387751773, 0.125754506806187, 16.9043086590751, 1.01683237168165, 13.7687454642111, 
35, wetlow, 103112, 1222.85149369939, 2530.93480594295, 950.268960279246, 45.1286383191211, 1599.98436890662, 1473.43719081176, 5.58897178029033, 16.1335045379887, 157.640559440369, 526.454647135934, 413.357311982873, 402.450325719971, 3.10442572322333, 291.024596139408, 
35, wetmed, 43954, 1165.44665360373, 2455.31467835309, 1241.96289591181, 16.9350995050146, 849.861514809894, 1782.34565457663, 217.511803841145, 27.1881314788124, 224.341998691159, 569.743600616292, 1117.51923145776, 309.756727964594, 2.69539511790072, 91.8375633719627, 
35, wethigh, 35992, 1170.4412544547, 3133.5940906615, 1128.81778232946, 25.9770268876884, 1066.61879086344, 1464.96381317805, 152.814794833825, 18.2884945869565, 164.828792374601, 428.621854391548, 687.40540171668, 349.472288852757, 2.21133961022732, 157.713320117686, 
35, plains, 6366, 7.7845382813026, 29.6138222989443, 2.22409677593421, 5.15223986384182, 2998.0581006755, 53.4271496950391, 9.87799345466923, 0.319212771638493, 93.8964003393514, 40.5676212901653, 0.00496110985798166, 2.77559845409197, 0.0642028619592908, 2.22685045813554, 
40, outside, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
40, inactive, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
40, uplow, 85097, 271.739797361961, 309.137613064727, 11.7972230809647, 205.347493032346, 4342.44237884612, 1605.49490543842, 411.772831689551, 74.3739190623742, 605.866965478775, 1123.1760889868, 0.168654989775689, 10.636733859357, 1.09470626850426, 55.0423090252837, 
40, upmed, 55195, 221.156052703998, 246.501011658959, 11.3108999167597, 326.184278604769, 3513.26132049307, 1858.47333430625, 548.362845697127, 72.8035411719279, 794.661590735819, 1362.68945370148, 0.127661591377816, 9.33456843564371, 0.429535653761995, 22.9956868695202, 
40, uphigh, 85724, 334.382644760435, 341.835279215128, 17.4008205645317, 381.157236893681, 2834.02078272973, 2144.56760420821, 592.902135425039, 81.7894386836261, 918.680277769741, 1627.65172022626, 0.11887214004642, 14.8124936417458, 0.976757100260373, 13.3849626329627, 
40, wetlow, 103112, 1144.07348128862, 3164.26589550482, 939.479552526219, 40.196331695355, 1434.43205443509, 1475.73630160692, 5.60636941714991, 11.9672871125535, 164.022007809923, 559.302528255358, 412.279624000308, 400.807008835366, 3.13234054732798, 272.459600121829, 
40, wetmed, 43954, 1067.58584270604, 2883.02758349594, 1178.42881374398, 15.1000963719296, 757.400295152773, 1795.94392048198, 146.800996669161, 19.1064569474829, 229.261651564425, 599.887224295533, 1107.22063037417, 290.562016638382, 2.72929307848749, 83.6237465144144, 
40, wethigh, 35992, 1072.47787026099, 3824.19459556378, 1102.1906063923, 23.1748762958848, 960.843310636495, 1457.98427704397, 106.200985391799, 13.1741171408484, 169.661385572259, 454.23863348915, 690.542188008999, 344.710597365972, 2.19195436836415, 146.375137396458, 
40, plains, 6366, 5.75941660452752, 21.1348531394495, 1.16101318942796, 2.04233971677259, 1526.36104204402, 41.7049146493744, 4.08259736890505, 0.286947339408022, 69.2714879780942, 32.2788482106218, 0.00341149620615833, 2.11269902391663, 0.0259424191187134, 1.23681443737731, 
